Year,Team Name,Total First Downs,1st Downs (Rush-Pass-By Penalty),3rd Down Conversions,4th Down Conversions,Total Offensive Yds,Offense (Plays-Avg Yds),Total Rushing Yds,Rushing (Plays-Avg Yards),Total Passing Yds,Passing (Comp-Att-Int-Avg),Sacks,Field Goals,Touchdowns,(Rush-Pass-Ret-Def),Time of Possession,Turnover Ratio
2006,Patriots,94,32 - 56 - 6,28/59,4/4,1661,283 - 5.9,613,139 - 4.4,1048,84 - 137 - 1 - 7.9,14,11/11,12,8 - 4 - 0 - 0,34:18,0
