Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2011 Regular Season,AFC East Team,13,3,0,.812,513,342,171,61,7-1,6-2,5-1,.833,10-2,.833,3-1,W8,5-0
New York Jets,American Football Conference - 2011 Regular Season,AFC East Team,8,8,0,.500,377,363,14,45,6-2,2-6,3-3,.500,6-6,.500,2-2,L3,2-3
Miami Dolphins,American Football Conference - 2011 Regular Season,AFC East Team,6,9,0,.400,310,293,17,32,4-4,2-5,3-3,.500,5-7,.417,1-2,W1,3-2
Buffalo Bills,American Football Conference - 2011 Regular Season,AFC East Team,5,9,0,.357,342,390,-48,40,4-3,1-6,1-5,.167,4-8,.333,1-1,L1,1-4
Pittsburgh Steelers,American Football Conference - 2011 Regular Season,AFC North Team,10,3,0,.769,260,170,90,30,7-1,3-2,4-2,.667,8-2,.800,2-1,W2,4-1
Baltimore Ravens,American Football Conference - 2011 Regular Season,AFC North Team,11,4,0,.733,341,259,82,37,8-0,3-4,6-0,1.000,9-3,.750,2-1,W2,4-1
Cincinnati Bengals,American Football Conference - 2011 Regular Season,AFC North Team,8,7,0,.533,324,310,14,33,4-4,4-3,2-4,.333,6-6,.500,2-1,L1,2-3
Cleveland Browns,American Football Conference - 2011 Regular Season,AFC North Team,3,10,0,.231,162,238,-76,15,3-5,0-5,0-6,.000,2-8,.200,1-2,L5,0-5
Tennessee Titans,American Football Conference - 2011 Regular Season,AFC South Team,9,5,0,.643,295,267,28,31,5-3,4-2,3-2,.600,7-4,.636,2-1,W2,4-1
Houston Texans,American Football Conference - 2011 Regular Season,AFC South Team,7,5,0,.583,301,227,74,33,2-3,5-2,4-1,.800,6-3,.667,1-2,L2,3-2
Jacksonville Jaguars,American Football Conference - 2011 Regular Season,AFC South Team,4,10,0,.286,212,285,-73,21,4-4,0-6,2-3,.400,3-8,.273,1-2,W1,2-3
Indianapolis Colts,American Football Conference - 2011 Regular Season,AFC South Team,0,9,0,.000,129,245,-116,15,0-2,0-7,0-3,.000,0-7,.000,0-2,L9,0-5
San Diego Chargers,American Football Conference - 2011 Regular Season,AFC West Team,8,7,0,.533,396,339,57,45,5-3,3-4,3-3,.500,7-5,.583,1-2,W4,4-1
Denver Broncos,American Football Conference - 2011 Regular Season,AFC West Team,7,8,0,.467,274,358,-84,32,3-5,4-3,3-3,.500,6-6,.500,1-2,L3,2-3
Oakland Raiders,American Football Conference - 2011 Regular Season,AFC West Team,7,8,0,.467,332,412,-80,35,3-5,4-3,3-3,.500,6-6,.500,1-2,L1,1-4
Kansas City Chiefs,American Football Conference - 2011 Regular Season,AFC West Team,7,8,0,.467,209,290,-81,20,3-5,4-3,3-3,.500,4-8,.333,3-0,W1,3-2
New York Giants,National Football Conference - 2011 Regular Season,NFC East Team,7,6,0,.538,302,290,12,36,4-4,3-2,2-3,.400,3-6,.333,4-0,W2,2-3
Philadelphia Eagles,National Football Conference - 2011 Regular Season,NFC East Team,6,7,0,.462,314,273,41,36,3-5,3-2,4-1,.800,4-5,.444,2-2,W3,3-2
Dallas Cowboys,National Football Conference - 2011 Regular Season,NFC East Team,3,4,0,.429,146,175,-29,17,0-0,3-4,1-2,.333,3-2,.600,0-2,L1,2-3
Washington Redskins,National Football Conference - 2011 Regular Season,NFC East Team,4,9,0,.308,255,316,-61,25,2-6,2-3,2-3,.400,4-6,.400,0-3,L2,1-4
Green Bay Packers,National Football Conference - 2011 Regular Season,NFC North Team,12,1,0,.923,475,303,172,62,8-0,4-1,4-0,1.000,9-0,1.000,3-1,W2,4-1
Detroit Lions,National Football Conference - 2011 Regular Season,NFC North Team,3,2,0,.600,154,139,15,19,0-0,3-2,0-2,.000,1-2,.333,2-0,L1,3-2
Chicago Bears,National Football Conference - 2011 Regular Season,NFC North Team,7,6,0,.538,310,274,36,34,5-3,2-3,2-2,.500,6-3,.667,1-3,L5,0-5
Minnesota Vikings,National Football Conference - 2011 Regular Season,NFC North Team,2,4,0,.333,108,177,-69,13,0-0,2-4,0-2,.000,2-2,.500,0-2,W1,2-3
New Orleans Saints,National Football Conference - 2011 Regular Season,NFC South Team,4,2,0,.667,169,155,14,18,1-0,3-2,1-1,.500,1-2,.333,3-0,W1,4-1
Atlanta Falcons,National Football Conference - 2011 Regular Season,NFC South Team,3,2,0,.600,117,104,13,13,0-0,3-2,1-1,.500,2-2,.500,1-0,W3,3-2
Carolina Panthers,National Football Conference - 2011 Regular Season,NFC South Team,5,6,0,.455,289,257,32,34,3-5,2-1,2-2,.500,3-5,.375,2-1,W2,3-2
Tampa Bay Buccaneers,National Football Conference - 2011 Regular Season,NFC South Team,3,10,0,.231,223,402,-179,23,3-5,0-5,2-2,.500,2-7,.222,1-3,L8,0-5
San Francisco 49ers,National Football Conference - 2011 Regular Season,NFC West Team,11,2,0,.846,302,162,140,28,7-1,4-1,4-0,1.000,8-1,.889,3-1,W3,4-1
Seattle Seahawks,National Football Conference - 2011 Regular Season,NFC West Team,6,7,0,.462,264,262,2,29,4-4,2-3,2-2,.500,5-4,.556,1-3,L1,3-2
St. Louis Rams,National Football Conference - 2011 Regular Season,NFC West Team,1,5,0,.167,45,147,-102,3,0-0,1-5,0-2,.000,0-4,.000,1-1,L3,1-4
Arizona Cardinals,National Football Conference - 2011 Regular Season,NFC West Team,1,5,0,.167,102,128,-26,13,0-0,1-5,0-2,.000,1-3,.250,0-2,L2,1-4
