Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2015 Regular Season,AFC East Team,7,0,0,1.000,249,133,116,28,4-0,3-0,3-0,1.000,6-0,1.000,1-0,7W,5-0
New York Jets,American Football Conference - 2015 Regular Season,AFC East Team,4,3,0,.571,172,139,33,19,2-1,2-2,1-1,.500,3-2,.600,1-1,2L,2-3
Buffalo Bills,American Football Conference - 2015 Regular Season,AFC East Team,3,4,0,.429,176,173,3,22,1-3,2-1,1-1,.500,3-3,.500,0-1,2L,2-3
Miami Dolphins,American Football Conference - 2015 Regular Season,AFC East Team,3,4,0,.429,154,173,-19,20,1-2,2-2,0-3,.000,2-4,.333,1-0,1L,2-3
Cincinnati Bengals,American Football Conference - 2015 Regular Season,AFC North Team,8,0,0,1.000,229,142,87,28,4-0,4-0,3-0,1.000,7-0,1.000,1-0,8W,5-0
Pittsburgh Steelers,American Football Conference - 2015 Regular Season,AFC North Team,4,4,0,.500,168,147,21,18,2-2,2-2,0-2,.000,1-4,.200,3-0,2L,2-3
Baltimore Ravens,American Football Conference - 2015 Regular Season,AFC North Team,2,6,0,.250,190,214,-24,19,1-2,1-4,1-2,.333,2-4,.333,0-2,1W,2-3
Cleveland Browns,American Football Conference - 2015 Regular Season,AFC North Team,2,7,0,.222,177,247,-70,19,1-3,1-4,1-1,.500,2-5,.286,0-2,4L,1-4
Indianapolis Colts,American Football Conference - 2015 Regular Season,AFC South Team,3,5,0,.375,173,203,-30,21,1-3,2-2,3-0,1.000,3-3,.500,0-2,3L,2-3
Houston Texans,American Football Conference - 2015 Regular Season,AFC South Team,3,5,0,.375,174,205,-31,21,2-2,1-3,2-1,.667,2-3,.400,1-2,1W,2-3
Jacksonville Jaguars,American Football Conference - 2015 Regular Season,AFC South Team,2,5,0,.286,147,207,-60,18,2-2,0-3,0-2,.000,2-3,.400,0-2,1W,1-4
Tennessee Titans,American Football Conference - 2015 Regular Season,AFC South Team,1,6,0,.143,125,159,-34,15,0-4,1-2,0-2,.000,0-5,.000,1-1,6L,0-5
Denver Broncos,American Football Conference - 2015 Regular Season,AFC West Team,7,0,0,1.000,168,112,56,16,3-0,4-0,2-0,1.000,4-0,1.000,3-0,7W,5-0
Oakland Raiders,American Football Conference - 2015 Regular Season,AFC West Team,4,3,0,.571,178,173,5,20,2-2,2-1,1-1,.500,4-2,.667,0-1,2W,3-2
Kansas City Chiefs,American Football Conference - 2015 Regular Season,AFC West Team,3,5,0,.375,195,182,13,21,2-2,1-3,0-1,.000,2-2,.500,1-3,2W,2-3
San Diego Chargers,American Football Conference - 2015 Regular Season,AFC West Team,2,6,0,.250,191,227,-36,21,2-2,0-4,0-1,.000,1-4,.200,1-2,4L,1-4
New York Giants,National Football Conference - 2015 Regular Season,NFC East Team,4,4,0,.500,215,208,7,24,3-1,1-3,2-2,.500,3-4,.429,1-0,1L,3-2
Washington Redskins,National Football Conference - 2015 Regular Season,NFC East Team,3,4,0,.429,148,168,-20,16,3-1,0-3,1-1,.500,3-2,.600,0-2,1W,2-3
Philadelphia Eagles,National Football Conference - 2015 Regular Season,NFC East Team,3,4,0,.429,160,137,23,18,2-1,1-3,1-2,.333,2-4,.333,1-0,1L,3-2
Dallas Cowboys,National Football Conference - 2015 Regular Season,NFC East Team,2,5,0,.286,133,171,-38,13,1-3,1-2,2-1,.667,2-4,.333,0-1,5L,0-5
Green Bay Packers,National Football Conference - 2015 Regular Season,NFC North Team,6,1,0,.857,174,130,44,20,4-0,2-1,1-0,1.000,4-0,1.000,2-1,1L,4-1
Minnesota Vikings,National Football Conference - 2015 Regular Season,NFC North Team,5,2,0,.714,147,122,25,14,3-0,2-2,3-0,1.000,3-1,.750,2-1,3W,4-1
Chicago Bears,National Football Conference - 2015 Regular Season,NFC North Team,2,5,0,.286,140,202,-62,13,1-3,1-2,0-3,.000,0-5,.000,2-0,2L,2-3
Detroit Lions,National Football Conference - 2015 Regular Season,NFC North Team,1,7,0,.125,149,245,-96,18,1-3,0-4,1-2,.333,1-4,.200,0-3,2L,1-4
Carolina Panthers,National Football Conference - 2015 Regular Season,NFC South Team,7,0,0,1.000,191,136,55,22,4-0,3-0,2-0,1.000,4-0,1.000,3-0,7W,5-0
Atlanta Falcons,National Football Conference - 2015 Regular Season,NFC South Team,6,2,0,.750,213,173,40,26,3-1,3-1,0-2,.000,4-2,.667,2-0,1L,3-2
New Orleans Saints,National Football Conference - 2015 Regular Season,NFC South Team,4,4,0,.500,213,234,-21,27,3-1,1-3,1-2,.333,3-4,.429,1-0,3W,4-1
Tampa Bay Buccaneers,National Football Conference - 2015 Regular Season,NFC South Team,3,4,0,.429,163,199,-36,17,1-2,2-2,2-1,.667,2-2,.500,1-2,1W,2-3
Arizona Cardinals,National Football Conference - 2015 Regular Season,NFC West Team,6,2,0,.750,263,153,110,32,3-1,3-1,1-1,.500,4-1,.800,2-1,2W,3-2
St. Louis Rams,National Football Conference - 2015 Regular Season,NFC West Team,4,3,0,.571,135,125,10,15,3-1,1-2,3-0,1.000,3-2,.600,1-1,2W,3-2
Seattle Seahawks,National Football Conference - 2015 Regular Season,NFC West Team,4,4,0,.500,167,140,27,16,2-1,2-3,1-1,.500,4-3,.571,0-1,2W,3-2
San Francisco 49ers,National Football Conference - 2015 Regular Season,NFC West Team,2,6,0,.250,109,207,-98,10,2-2,0-4,0-3,.000,1-5,.167,1-1,2L,1-4
