Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New York Jets,American Football Conference - 2013 Regular Season,AFC East Team,1,0,0,1.000,30,27,3,3,1-0,0-0,1-0,1.000,1-0,1.000,0-0,W1,1-0
Miami Dolphins,American Football Conference - 2013 Regular Season,AFC East Team,1,0,0,1.000,22,20,2,2,1-0,0-0,0-0,.000,1-0,1.000,0-0,W1,1-0
New England Patriots,American Football Conference - 2013 Regular Season,AFC East Team,1,1,0,.500,61,61,0,7,1-0,0-1,0-1,.000,1-1,.500,0-0,W1,1-1
Buffalo Bills,American Football Conference - 2013 Regular Season,AFC East Team,0,2,0,.000,55,61,-6,7,0-2,0-0,0-0,.000,0-1,.000,0-1,L2,0-2
Baltimore Ravens,American Football Conference - 2013 Regular Season,AFC North Team,1,1,0,.500,40,40,0,4,1-0,0-1,1-0,1.000,1-0,1.000,0-1,L1,1-1
Cincinnati Bengals,American Football Conference - 2013 Regular Season,AFC North Team,1,2,0,.333,64,66,-2,7,0-0,1-2,0-1,.000,1-2,.333,0-0,L2,1-2
Pittsburgh Steelers,American Football Conference - 2013 Regular Season,AFC North Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Cleveland Browns,American Football Conference - 2013 Regular Season,AFC North Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Houston Texans,American Football Conference - 2013 Regular Season,AFC South Team,1,1,0,.500,50,47,3,6,1-1,0-0,1-0,1.000,1-0,1.000,0-1,L1,1-1
Tennessee Titans,American Football Conference - 2013 Regular Season,AFC South Team,0,2,0,.000,58,67,-9,7,0-1,0-1,0-1,.000,0-1,.000,0-1,L2,0-2
Jacksonville Jaguars,American Football Conference - 2013 Regular Season,AFC South Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Indianapolis Colts,American Football Conference - 2013 Regular Season,AFC South Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
San Diego Chargers,American Football Conference - 2013 Regular Season,AFC West Team,1,1,0,.500,51,54,-3,6,1-0,0-1,1-0,1.000,1-0,1.000,0-1,W1,1-1
Oakland Raiders,American Football Conference - 2013 Regular Season,AFC West Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Kansas City Chiefs,American Football Conference - 2013 Regular Season,AFC West Team,0,1,0,.000,24,27,-3,3,0-0,0-1,0-1,.000,0-1,.000,0-0,L1,0-1
Denver Broncos,American Football Conference - 2013 Regular Season,AFC West Team,0,1,0,.000,31,34,-3,4,0-0,0-1,0-0,.000,0-1,.000,0-0,L1,0-1
Washington Redskins,National Football Conference - 2013 Regular Season,NFC East Team,1,0,0,1.000,30,24,6,4,1-0,0-0,0-0,.000,0-0,.000,1-0,W1,1-0
New York Giants,National Football Conference - 2013 Regular Season,NFC East Team,1,0,0,1.000,23,20,3,2,0-0,1-0,0-0,.000,1-0,1.000,0-0,W1,1-0
Dallas Cowboys,National Football Conference - 2013 Regular Season,NFC East Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Philadelphia Eagles,National Football Conference - 2013 Regular Season,NFC East Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Minnesota Vikings,National Football Conference - 2013 Regular Season,NFC North Team,1,0,1,.750,49,46,3,4,1-0,0-0-1,1-0-1,.750,1-0-1,.750,0-0,W1,1-0-1
Green Bay Packers,National Football Conference - 2013 Regular Season,NFC North Team,0,0,1,.500,26,26,0,3,0-0-1,0-0,0-0-1,.500,0-0-1,.500,0-0,T1,0-0-1
Chicago Bears,National Football Conference - 2013 Regular Season,NFC North Team,1,1,0,.500,43,43,0,4,1-0,0-1,0-1,.000,0-1,.000,1-0,L1,1-1
Detroit Lions,National Football Conference - 2013 Regular Season,NFC North Team,0,1,0,.000,20,23,-3,2,0-1,0-0,0-0,.000,0-1,.000,0-0,L1,0-1
Atlanta Falcons,National Football Conference - 2013 Regular Season,NFC South Team,1,0,0,1.000,34,31,3,4,0-0,1-0,0-0,.000,0-0,.000,1-0,W1,1-0
New Orleans Saints,National Football Conference - 2013 Regular Season,NFC South Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Carolina Panthers,National Football Conference - 2013 Regular Season,NFC South Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Tampa Bay Buccaneers,National Football Conference - 2013 Regular Season,NFC South Team,0,1,0,.000,24,27,-3,3,0-0,0-1,0-0,.000,0-1,.000,0-0,L1,0-1
Arizona Cardinals,National Football Conference - 2013 Regular Season,NFC West Team,1,0,0,1.000,37,34,3,4,0-0,1-0,0-0,.000,0-0,.000,1-0,W1,1-0
Seattle Seahawks,National Football Conference - 2013 Regular Season,NFC West Team,2,0,0,1.000,50,44,6,5,1-0,1-0,0-0,.000,1-0,1.000,1-0,W2,2-0
St. Louis Rams,National Football Conference - 2013 Regular Season,NFC West Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
San Francisco 49ers,National Football Conference - 2013 Regular Season,NFC West Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
