Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2012 Preseason,AFC East Team,1,3,0,.250,55,69,-14,6,1-1,0-2,0-0,.000,0-0,.000,1-3,L3,1-3
New York Jets,American Football Conference - 2012 Preseason,AFC East Team,0,4,0,.000,31,88,-57,1,0-2,0-2,0-0,.000,0-1,.000,0-3,L4,0-4
Miami Dolphins,American Football Conference - 2012 Preseason,AFC East Team,0,3,0,.000,30,66,-36,3,0-2,0-1,0-0,.000,0-0,.000,0-3,L3,0-3
Buffalo Bills,American Football Conference - 2012 Preseason,AFC East Team,0,2,0,.000,13,45,-32,1,0-2,0-0,0-0,.000,0-1,.000,0-1,L2,0-2
Pittsburgh Steelers,American Football Conference - 2012 Preseason,AFC North Team,3,1,0,.750,104,71,33,11,2-0,1-1,0-0,.000,2-0,1.000,1-1,W3,3-1
Baltimore Ravens,American Football Conference - 2012 Preseason,AFC North Team,1,1,0,.500,60,44,16,6,1-1,0-0,0-0,.000,1-0,1.000,0-1,W1,1-1
Cleveland Browns,American Football Conference - 2012 Preseason,AFC North Team,1,2,0,.333,65,65,0,6,0-2,1-0,0-0,.000,0-0,.000,1-2,L2,1-2
Cincinnati Bengals,American Football Conference - 2012 Preseason,AFC North Team,1,2,0,.333,46,53,-7,4,1-1,0-1,0-0,.000,1-1,.500,0-1,L2,1-2
Houston Texans,American Football Conference - 2012 Preseason,AFC South Team,2,0,0,1.000,54,37,17,6,1-0,1-0,0-0,.000,0-0,.000,2-0,W2,2-0
Tennessee Titans,American Football Conference - 2012 Preseason,AFC South Team,3,1,0,.750,89,67,22,10,2-0,1-1,0-0,.000,0-0,.000,3-1,W3,3-1
Jacksonville Jaguars,American Football Conference - 2012 Preseason,AFC South Team,2,1,0,.667,73,93,-20,9,2-0,0-1,0-0,.000,0-1,.000,2-0,W1,2-1
Indianapolis Colts,American Football Conference - 2012 Preseason,AFC South Team,1,2,0,.333,61,72,-11,8,1-0,0-2,0-0,.000,1-1,.500,0-1,W1,1-2
San Diego Chargers,American Football Conference - 2012 Preseason,AFC West Team,2,1,0,.667,52,68,-16,7,2-0,0-1,0-0,.000,0-0,.000,2-1,L1,2-1
Oakland Raiders,American Football Conference - 2012 Preseason,AFC West Team,1,2,0,.333,34,44,-10,4,1-1,0-1,0-0,.000,0-0,.000,1-2,L1,1-2
Denver Broncos,American Football Conference - 2012 Preseason,AFC West Team,1,2,0,.333,65,62,3,8,0-2,1-0,0-0,.000,0-0,.000,1-2,L2,1-2
Kansas City Chiefs,American Football Conference - 2012 Preseason,AFC West Team,1,2,0,.333,44,85,-41,5,1-1,0-1,0-0,.000,0-0,.000,1-2,L2,1-2
Philadelphia Eagles,National Football Conference - 2012 Preseason,NFC East Team,4,0,0,1.000,106,60,46,13,2-0,2-0,0-0,.000,0-0,.000,4-0,W4,4-0
Washington Redskins,National Football Conference - 2012 Preseason,NFC East Team,3,1,0,.750,98,59,39,12,2-0,1-1,0-0,.000,1-1,.500,2-0,W2,3-1
Dallas Cowboys,National Football Conference - 2012 Preseason,NFC East Team,1,1,0,.500,23,28,-5,2,0-0,1-1,0-0,.000,0-0,.000,1-1,L1,1-1
New York Giants,National Football Conference - 2012 Preseason,NFC East Team,2,2,0,.500,80,58,22,8,1-1,1-1,0-0,.000,0-1,.000,2-1,W1,2-2
Chicago Bears,National Football Conference - 2012 Preseason,NFC North Team,3,1,0,.750,84,99,-15,9,1-1,2-0,0-0,.000,2-0,1.000,1-1,W3,3-1
Detroit Lions,National Football Conference - 2012 Preseason,NFC North Team,1,1,0,.500,47,43,4,5,0-0,1-1,0-0,.000,0-0,.000,1-1,L1,1-1
Green Bay Packers,National Football Conference - 2012 Preseason,NFC North Team,2,2,0,.500,74,72,2,9,1-1,1-1,0-0,.000,0-0,.000,2-2,W2,2-2
Minnesota Vikings,National Football Conference - 2012 Preseason,NFC North Team,0,2,0,.000,30,45,-15,3,0-0,0-2,0-0,.000,0-1,.000,0-1,L2,0-2
Tampa Bay Buccaneers,National Football Conference - 2012 Preseason,NFC South Team,2,2,0,.500,60,95,-35,6,1-1,1-1,0-0,.000,0-1,.000,2-1,L1,2-2
Atlanta Falcons,National Football Conference - 2012 Preseason,NFC South Team,1,1,0,.500,37,30,7,4,0-0,1-1,0-0,.000,0-0,.000,1-1,L1,1-1
Carolina Panthers,National Football Conference - 2012 Preseason,NFC South Team,2,2,0,.500,69,72,-3,7,1-1,1-1,0-0,.000,0-0,.000,2-2,L1,2-2
New Orleans Saints,National Football Conference - 2012 Preseason,NFC South Team,1,2,0,.333,29,27,2,2,1-0,0-2,0-0,.000,1-0,1.000,0-2,L2,1-2
Seattle Seahawks,National Football Conference - 2012 Preseason,NFC West Team,4,0,0,1.000,122,44,78,13,2-0,2-0,0-0,.000,0-0,.000,4-0,W4,4-0
San Francisco 49ers,National Football Conference - 2012 Preseason,NFC West Team,3,0,0,1.000,81,33,48,9,2-0,1-0,0-0,.000,1-0,1.000,2-0,W3,3-0
St. Louis Rams,National Football Conference - 2012 Preseason,NFC West Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Arizona Cardinals,National Football Conference - 2012 Preseason,NFC West Team,0,3,0,.000,54,76,-22,6,0-0,0-3,0-0,.000,0-1,.000,0-2,L3,0-3
