Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2015 Regular Season,AFC East Team,5,0,0,1.000,185,100,85,21,4-0,1-0,3-0,1.000,5-0,1.000,0-0,W5,5-0
New York Jets,American Football Conference - 2015 Regular Season,AFC East Team,3,3,0,.500,152,132,20,17,2-1,1-2,1-1,.500,2-2,.500,1-1,L2,2-3
Miami Dolphins,American Football Conference - 2015 Regular Season,AFC East Team,3,4,0,.429,154,173,-19,20,1-2,2-2,0-3,.000,2-4,.333,1-0,L1,2-3
Buffalo Bills,American Football Conference - 2015 Regular Season,AFC East Team,3,4,0,.429,176,173,3,22,1-3,2-1,1-1,.500,3-3,.500,0-1,L2,2-3
Cincinnati Bengals,American Football Conference - 2015 Regular Season,AFC North Team,8,0,0,1.000,229,142,87,28,4-0,4-0,3-0,1.000,7-0,1.000,1-0,W8,5-0
Pittsburgh Steelers,American Football Conference - 2015 Regular Season,AFC North Team,3,4,0,.429,156,141,15,17,2-2,1-2,0-2,.000,1-4,.200,2-0,L2,2-3
Baltimore Ravens,American Football Conference - 2015 Regular Season,AFC North Team,2,5,0,.286,172,188,-16,17,1-2,1-3,1-2,.333,2-4,.333,0-1,W1,2-3
Cleveland Browns,American Football Conference - 2015 Regular Season,AFC North Team,2,6,0,.250,171,223,-52,19,1-3,1-3,1-1,.500,2-5,.286,0-1,L3,1-4
Indianapolis Colts,American Football Conference - 2015 Regular Season,AFC South Team,2,3,0,.400,112,129,-17,13,1-1,1-2,2-0,1.000,2-1,.667,0-2,L2,2-3
Houston Texans,American Football Conference - 2015 Regular Season,AFC South Team,1,2,0,.333,74,88,-14,10,0-0,1-2,1-0,1.000,1-1,.500,0-1,L1,1-2
Jacksonville Jaguars,American Football Conference - 2015 Regular Season,AFC South Team,2,5,0,.286,147,207,-60,18,2-2,0-3,0-2,.000,2-3,.400,0-2,W1,1-4
Tennessee Titans,American Football Conference - 2015 Regular Season,AFC South Team,1,5,0,.167,119,139,-20,15,0-4,1-1,0-1,.000,0-4,.000,1-1,L5,0-5
Denver Broncos,American Football Conference - 2015 Regular Season,AFC West Team,6,0,0,1.000,144,100,44,13,3-0,3-0,2-0,1.000,4-0,1.000,2-0,W6,5-0
Oakland Raiders,American Football Conference - 2015 Regular Season,AFC West Team,4,3,0,.571,178,173,5,20,2-2,2-1,1-1,.500,4-2,.667,0-1,W2,3-2
Kansas City Chiefs,American Football Conference - 2015 Regular Season,AFC West Team,2,5,0,.286,168,162,6,18,2-2,0-3,0-1,.000,1-2,.333,1-3,W2,2-3
San Diego Chargers,American Football Conference - 2015 Regular Season,AFC West Team,2,6,0,.250,191,227,-36,21,2-2,0-4,0-1,.000,1-4,.200,1-2,L4,1-4
New York Giants,National Football Conference - 2015 Regular Season,NFC East Team,4,2,0,.667,140,129,11,15,3-1,1-1,2-1,.667,3-2,.600,1-0,W1,4-1
Philadelphia Eagles,National Football Conference - 2015 Regular Season,NFC East Team,3,3,0,.500,136,111,25,15,2-1,1-2,1-2,.333,2-3,.400,1-0,L1,3-2
Washington Redskins,National Football Conference - 2015 Regular Season,NFC East Team,3,3,0,.500,129,143,-14,14,3-1,0-2,1-1,.500,3-1,.750,0-2,W1,3-2
Dallas Cowboys,National Football Conference - 2015 Regular Season,NFC East Team,1,1,0,.500,40,37,3,4,0-0,1-1,1-1,.500,1-1,.500,0-0,L1,1-1
Green Bay Packers,National Football Conference - 2015 Regular Season,NFC North Team,6,1,0,.857,174,130,44,20,4-0,2-1,1-0,1.000,4-0,1.000,2-1,L1,4-1
Minnesota Vikings,National Football Conference - 2015 Regular Season,NFC North Team,4,2,0,.667,119,103,16,12,3-0,1-2,2-0,1.000,2-1,.667,2-1,W2,4-1
Chicago Bears,National Football Conference - 2015 Regular Season,NFC North Team,2,4,0,.333,106,165,-59,10,1-3,1-1,0-2,.000,0-4,.000,2-0,L1,2-3
Detroit Lions,National Football Conference - 2015 Regular Season,NFC North Team,0,4,0,.000,64,117,-53,8,0-0,0-4,0-1,.000,0-2,.000,0-2,L4,0-4
Atlanta Falcons,National Football Conference - 2015 Regular Season,NFC South Team,2,0,0,1.000,34,27,7,4,0-0,2-0,0-0,.000,1-0,1.000,1-0,W2,2-0
Carolina Panthers,National Football Conference - 2015 Regular Season,NFC South Team,7,0,0,1.000,191,136,55,22,4-0,3-0,2-0,1.000,4-0,1.000,3-0,W7,5-0
New Orleans Saints,National Football Conference - 2015 Regular Season,NFC South Team,1,2,0,.333,66,87,-21,9,0-0,1-2,0-1,.000,0-2,.000,1-0,W1,1-2
Tampa Bay Buccaneers,National Football Conference - 2015 Regular Season,NFC South Team,1,3,0,.250,105,141,-36,12,1-2,0-1,0-1,.000,0-2,.000,1-1,L1,1-3
Arizona Cardinals,National Football Conference - 2015 Regular Season,NFC West Team,2,1,0,.667,95,68,27,12,0-0,2-1,0-0,.000,1-0,1.000,1-1,W1,2-1
Seattle Seahawks,National Football Conference - 2015 Regular Season,NFC West Team,3,3,0,.500,123,94,29,12,2-1,1-2,1-0,1.000,3-2,.600,0-1,W1,3-2
San Francisco 49ers,National Football Conference - 2015 Regular Season,NFC West Team,2,4,0,.333,96,133,-37,9,2-2,0-2,0-1,.000,1-3,.250,1-1,L1,1-4
St. Louis Rams,National Football Conference - 2015 Regular Season,NFC West Team,0,2,0,.000,20,48,-28,2,0-0,0-2,0-0,.000,0-2,.000,0-0,L2,0-2
