Year,Team Name,Total First Downs,1st Downs (Rush-Pass-By Penalty),3rd Down Conversions,4th Down Conversions,Total Offensive Yds,Offense (Plays-Avg Yds),Total Rushing Yds,Rushing (Plays-Avg Yards),Total Passing Yds,Passing (Comp-Att-Int-Avg),Sacks,Field Goals,Touchdowns,(Rush-Pass-Ret-Def),Time of Possession,Turnover Ratio
2011,Steelers,341,96 - 221 - 24,90/196,3/8,5957,1015 - 5.9,1903,434 - 4.4,4054,341 - 539 - 15 - 8.0,35,23/31,36,13 - 21 - 1 - 1,32:33,-13
