Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2005 Regular Season,AFC East Team,3,0,0,1.000,97,56,41,13,0-0,3-0,2-0,1.000,2-0,1.000,1-0,W3,3-0
Buffalo Bills,American Football Conference - 2005 Regular Season,AFC East Team,5,6,0,.455,202,217,-15,19,4-4,1-2,2-2,.500,5-3,.625,0-3,L1,1-4
New York Jets,American Football Conference - 2005 Regular Season,AFC East Team,4,6,0,.400,204,218,-14,22,4-4,0-2,2-2,.500,3-4,.429,1-2,W1,2-3
Miami Dolphins,American Football Conference - 2005 Regular Season,AFC East Team,0,2,0,.000,21,37,-16,3,0-0,0-2,0-2,.000,0-2,.000,0-0,L2,0-2
Pittsburgh Steelers,American Football Conference - 2005 Regular Season,AFC North Team,2,1,0,.667,52,42,10,5,0-0,2-1,1-0,1.000,1-1,.500,1-0,W1,2-1
Cincinnati Bengals,American Football Conference - 2005 Regular Season,AFC North Team,6,3,0,.667,257,207,50,28,5-3,1-0,2-1,.667,3-3,.500,3-0,L1,3-2
Baltimore Ravens,American Football Conference - 2005 Regular Season,AFC North Team,0,2,0,.000,46,77,-31,6,0-0,0-2,0-1,.000,0-1,.000,0-1,L2,0-2
Cleveland Browns,American Football Conference - 2005 Regular Season,AFC North Team,0,3,0,.000,38,60,-22,3,0-0,0-3,0-1,.000,0-2,.000,0-1,L3,0-3
Indianapolis Colts,American Football Conference - 2005 Regular Season,AFC South Team,8,1,0,.889,239,140,99,29,7-1,1-0,3-0,1.000,6-1,.857,2-0,W1,4-1
Jacksonville Jaguars,American Football Conference - 2005 Regular Season,AFC South Team,1,2,0,.333,50,54,-4,6,0-0,1-2,0-1,.000,1-1,.500,0-1,L1,1-2
Houston Texans,American Football Conference - 2005 Regular Season,AFC South Team,0,3,0,.000,34,69,-35,4,0-0,0-3,0-1,.000,0-3,.000,0-0,L3,0-3
Tennessee Titans,American Football Conference - 2005 Regular Season,AFC South Team,0,2,0,.000,30,66,-36,3,0-0,0-2,0-1,.000,0-1,.000,0-1,L2,0-2
Denver Broncos,American Football Conference - 2005 Regular Season,AFC West Team,2,1,0,.667,75,62,13,9,0-0,2-1,0-0,.000,1-0,1.000,1-1,W2,2-1
San Diego Chargers,American Football Conference - 2005 Regular Season,AFC West Team,2,1,0,.667,74,63,11,8,0-0,2-1,0-0,.000,2-0,1.000,0-1,W2,2-1
Oakland Raiders,American Football Conference - 2005 Regular Season,AFC West Team,0,2,0,.000,30,49,-19,3,0-0,0-2,0-0,.000,0-1,.000,0-1,L2,0-2
Kansas City Chiefs,American Football Conference - 2005 Regular Season,AFC West Team,0,3,0,.000,48,72,-24,6,0-0,0-3,0-0,.000,0-1,.000,0-2,L3,0-3
New York Giants,National Football Conference - 2005 Regular Season,NFC East Team,9,2,0,.818,304,183,121,33,7-1,2-1,4-1,.800,7-2,.778,2-0,W4,4-1
Washington Redskins,National Football Conference - 2005 Regular Season,NFC East Team,3,1,0,.750,69,78,-9,9,0-0,3-1,2-1,.667,3-1,.750,0-0,W2,3-1
Dallas Cowboys,National Football Conference - 2005 Regular Season,NFC East Team,6,4,0,.600,209,166,43,23,5-3,1-1,3-2,.600,5-3,.625,1-1,L1,2-3
Philadelphia Eagles,National Football Conference - 2005 Regular Season,NFC East Team,5,7,0,.417,221,264,-43,24,4-4,1-3,0-5,.000,3-7,.300,2-0,L1,2-3
Minnesota Vikings,National Football Conference - 2005 Regular Season,NFC North Team,8,4,0,.667,247,231,16,27,6-2,2-2,4-0,1.000,7-2,.778,1-2,W1,4-1
Chicago Bears,National Football Conference - 2005 Regular Season,NFC North Team,1,1,0,.500,29,47,-18,3,0-0,1-1,1-1,.500,1-1,.500,0-0,L1,1-1
Detroit Lions,National Football Conference - 2005 Regular Season,NFC North Team,4,7,0,.364,188,229,-41,21,3-5,1-2,1-3,.250,3-6,.333,1-1,W1,1-4
Green Bay Packers,National Football Conference - 2005 Regular Season,NFC North Team,1,4,0,.200,84,105,-21,9,0-0,1-4,0-2,.000,1-3,.250,0-1,L1,1-4
Carolina Panthers,National Football Conference - 2005 Regular Season,NFC South Team,3,0,0,1.000,78,40,38,9,0-0,3-0,1-0,1.000,2-0,1.000,1-0,W3,3-0
Tampa Bay Buccaneers,National Football Conference - 2005 Regular Season,NFC South Team,2,1,0,.667,66,54,12,6,0-0,2-1,1-0,1.000,2-0,1.000,0-1,W1,2-1
Atlanta Falcons,National Football Conference - 2005 Regular Season,NFC South Team,7,4,0,.636,283,243,40,32,4-4,3-0,2-2,.500,5-3,.625,2-1,L1,2-3
New Orleans Saints,National Football Conference - 2005 Regular Season,NFC South Team,2,6,0,.250,143,197,-54,15,1-3,1-3,0-2,.000,0-6,.000,2-0,L2,1-4
Seattle Seahawks,National Football Conference - 2005 Regular Season,NFC West Team,2,0,0,1.000,79,31,48,10,0-0,2-0,1-0,1.000,2-0,1.000,0-0,W2,2-0
San Francisco 49ers,National Football Conference - 2005 Regular Season,NFC West Team,1,1,0,.500,27,62,-35,3,0-0,1-1,1-0,1.000,1-1,.500,0-0,W1,1-1
St. Louis Rams,National Football Conference - 2005 Regular Season,NFC West Team,4,8,0,.333,272,331,-59,31,3-5,1-3,0-3,.000,2-7,.222,2-1,W1,1-4
Arizona Cardinals,National Football Conference - 2005 Regular Season,NFC West Team,1,4,0,.200,104,150,-46,10,0-0,1-4,1-0,1.000,1-3,.250,0-1,L1,1-4
