Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2013 Regular Season,AFC East Team,11,4,0,.733,414,315,99,44,8-0,3-4,4-2,.667,9-3,.750,2-1,W2,4-1
Miami Dolphins,American Football Conference - 2013 Regular Season,AFC East Team,8,7,0,.533,300,297,3,32,4-4,4-3,2-4,.333,7-5,.583,1-2,L2,3-2
New York Jets,American Football Conference - 2013 Regular Season,AFC East Team,7,8,0,.467,260,359,-99,24,6-2,1-6,3-3,.500,5-7,.417,2-1,W2,3-2
Buffalo Bills,American Football Conference - 2013 Regular Season,AFC East Team,6,8,0,.429,291,319,-28,28,4-3,2-5,3-3,.500,5-7,.417,1-1,L1,3-2
Cincinnati Bengals,American Football Conference - 2013 Regular Season,AFC North Team,10,5,0,.667,403,281,122,51,8-0,2-5,3-3,.500,8-4,.667,2-1,W2,4-1
Pittsburgh Steelers,American Football Conference - 2013 Regular Season,AFC North Team,8,8,0,.500,379,370,9,41,5-3,3-5,4-2,.667,6-6,.500,2-2,W3,3-2
Baltimore Ravens,American Football Conference - 2013 Regular Season,AFC North Team,7,8,0,.467,302,336,-34,29,6-2,1-6,3-3,.500,6-6,.500,1-2,L2,3-2
Cleveland Browns,American Football Conference - 2013 Regular Season,AFC North Team,3,12,0,.200,277,379,-102,31,3-5,0-7,2-4,.333,3-9,.250,0-3,L7,0-5
Indianapolis Colts,American Football Conference - 2013 Regular Season,AFC South Team,6,3,0,.667,240,186,54,25,1-1,5-2,3-0,1.000,5-3,.625,1-0,W1,4-1
Tennessee Titans,American Football Conference - 2013 Regular Season,AFC South Team,6,7,0,.462,296,308,-12,32,3-5,3-2,2-2,.500,6-4,.600,0-3,W2,3-2
Jacksonville Jaguars,American Football Conference - 2013 Regular Season,AFC South Team,3,10,0,.231,204,379,-175,21,1-7,2-3,2-2,.500,3-7,.300,0-3,L2,2-3
Houston Texans,American Football Conference - 2013 Regular Season,AFC South Team,1,8,0,.111,157,250,-93,16,0-3,1-5,0-3,.000,1-7,.125,0-1,L8,0-5
Denver Broncos,American Football Conference - 2013 Regular Season,AFC West Team,12,3,0,.800,555,351,204,70,7-1,5-2,5-1,.833,9-3,.750,3-0,W2,4-1
Kansas City Chiefs,American Football Conference - 2013 Regular Season,AFC West Team,11,5,0,.688,430,305,125,52,5-3,6-2,2-4,.333,7-5,.583,4-0,L2,2-3
San Diego Chargers,American Football Conference - 2013 Regular Season,AFC West Team,9,7,0,.562,396,348,48,42,5-3,4-4,4-2,.667,6-6,.500,3-1,W4,4-1
Oakland Raiders,American Football Conference - 2013 Regular Season,AFC West Team,3,10,0,.231,253,378,-125,28,3-5,0-5,1-5,.167,3-7,.300,0-3,L7,0-5
Philadelphia Eagles,National Football Conference - 2013 Regular Season,NFC East Team,9,5,0,.643,388,312,76,47,4-4,5-1,3-2,.600,8-2,.800,1-3,W6,5-0
Dallas Cowboys,National Football Conference - 2013 Regular Season,NFC East Team,4,3,0,.571,157,162,-5,19,1-0,3-3,3-0,1.000,4-1,.800,0-2,W1,4-1
New York Giants,National Football Conference - 2013 Regular Season,NFC East Team,6,8,0,.429,240,327,-87,26,4-4,2-4,3-2,.600,5-5,.500,1-3,W1,2-3
Washington Redskins,National Football Conference - 2013 Regular Season,NFC East Team,3,10,0,.231,265,386,-121,32,2-6,1-4,0-5,.000,1-8,.111,2-2,L6,0-5
Chicago Bears,National Football Conference - 2013 Regular Season,NFC North Team,8,5,0,.615,372,373,-1,44,5-3,3-2,2-2,.500,4-5,.444,4-0,L2,3-2
Detroit Lions,National Football Conference - 2013 Regular Season,NFC North Team,3,3,0,.500,135,149,-14,17,0-0,3-3,1-1,.500,2-2,.500,1-1,L2,2-3
Green Bay Packers,National Football Conference - 2013 Regular Season,NFC North Team,6,6,1,.500,326,321,5,35,4-3-1,2-3,2-1-1,.625,4-4-1,.500,2-2,W1,2-2-1
Minnesota Vikings,National Football Conference - 2013 Regular Season,NFC North Team,1,6,1,.188,180,246,-66,20,1-0,0-6-1,0-1-1,.250,0-4-1,.100,1-2,L2,0-4-1
Carolina Panthers,National Football Conference - 2013 Regular Season,NFC South Team,10,2,0,.833,291,158,133,33,7-1,3-1,4-0,1.000,7-1,.875,3-1,W10,5-0
New Orleans Saints,National Football Conference - 2013 Regular Season,NFC South Team,2,4,0,.333,109,139,-30,10,0-0,2-4,1-1,.500,2-2,.500,0-2,L4,1-4
Tampa Bay Buccaneers,National Football Conference - 2013 Regular Season,NFC South Team,3,9,0,.250,211,272,-61,23,3-5,0-4,1-3,.250,1-7,.125,2-2,L1,3-2
Atlanta Falcons,National Football Conference - 2013 Regular Season,NFC South Team,0,5,0,.000,106,158,-52,12,0-0,0-5,0-2,.000,0-4,.000,0-1,L5,0-5
Seattle Seahawks,National Football Conference - 2013 Regular Season,NFC West Team,10,2,0,.833,319,158,161,36,7-1,3-1,3-2,.600,8-2,.800,2-0,W1,3-2
San Francisco 49ers,National Football Conference - 2013 Regular Season,NFC West Team,11,3,0,.786,351,238,113,37,6-2,5-1,4-1,.800,8-2,.800,3-1,W6,5-0
Arizona Cardinals,National Football Conference - 2013 Regular Season,NFC West Team,5,4,0,.556,207,191,16,23,1-2,4-2,2-3,.400,3-4,.429,2-0,L1,3-2
St. Louis Rams,National Football Conference - 2013 Regular Season,NFC West Team,0,4,0,.000,47,110,-63,4,0-0,0-4,0-3,.000,0-4,.000,0-0,L4,0-4
