Year,Team Name,Total First Downs,1st Downs (Rush-Pass-By Penalty),3rd Down Conversions,4th Down Conversions,Total Offensive Yds,Offense (Plays-Avg Yds),Total Rushing Yds,Rushing (Plays-Avg Yards),Total Passing Yds,Passing (Comp-Att-Int-Avg),Sacks,Field Goals,Touchdowns,(Rush-Pass-Ret-Def),Time of Possession,Turnover Ratio
2010,Buccaneers,288,97 - 172 - 19,89/211,10/14,5362,955 - 5.6,2001,431 - 4.6,3361,306 - 494 - 6 - 7.2,26,23/28,39,9 - 26 - 1 - 3,30:48,+9
