Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2015 Regular Season,AFC East Team,7,0,0,1.000,249,133,116,28,4-0,3-0,3-0,1.000,6-0,1.000,1-0,W7,5-0
New York Jets,American Football Conference - 2015 Regular Season,AFC East Team,4,2,0,.667,152,105,47,17,2-1,2-1,1-1,.500,3-1,.750,1-1,L1,3-2
Buffalo Bills,American Football Conference - 2015 Regular Season,AFC East Team,1,4,0,.200,121,146,-25,15,1-3,0-1,0-1,.000,1-3,.250,0-1,L4,1-4
Miami Dolphins,American Football Conference - 2015 Regular Season,AFC East Team,0,2,0,.000,21,63,-42,3,0-1,0-1,0-2,.000,0-2,.000,0-0,L2,0-2
Cincinnati Bengals,American Football Conference - 2015 Regular Season,AFC North Team,6,0,0,1.000,180,119,61,23,4-0,2-0,2-0,1.000,5-0,1.000,1-0,W6,5-0
Pittsburgh Steelers,American Football Conference - 2015 Regular Season,AFC North Team,1,1,0,.500,33,34,-1,3,0-0,1-1,0-0,.000,0-1,.000,1-0,W1,1-1
Baltimore Ravens,American Football Conference - 2015 Regular Season,AFC North Team,1,2,0,.333,83,87,-4,9,1-2,0-0,0-2,.000,1-2,.333,0-0,W1,1-2
Cleveland Browns,American Football Conference - 2015 Regular Season,AFC North Team,1,3,0,.250,59,116,-57,5,0-0,1-3,1-1,.500,1-2,.333,0-1,L2,1-3
Jacksonville Jaguars,American Football Conference - 2015 Regular Season,AFC South Team,1,2,0,.333,64,98,-34,8,1-0,0-2,0-1,.000,1-2,.333,0-0,W1,1-2
Indianapolis Colts,American Football Conference - 2015 Regular Season,AFC South Team,1,4,0,.200,85,121,-36,11,1-3,0-1,1-0,1.000,1-3,.250,0-1,L2,1-4
Houston Texans,American Football Conference - 2015 Regular Season,AFC South Team,0,1,0,.000,21,48,-27,3,0-0,0-1,0-0,.000,0-0,.000,0-1,L1,0-1
Tennessee Titans,American Football Conference - 2015 Regular Season,AFC South Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Denver Broncos,American Football Conference - 2015 Regular Season,AFC West Team,1,0,0,1.000,24,12,12,3,0-0,1-0,0-0,.000,0-0,.000,1-0,W1,1-0
Kansas City Chiefs,American Football Conference - 2015 Regular Season,AFC West Team,1,2,0,.333,76,62,14,7,1-0,0-2,0-0,.000,0-1,.000,1-1,W1,1-2
Oakland Raiders,American Football Conference - 2015 Regular Season,AFC West Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
San Diego Chargers,American Football Conference - 2015 Regular Season,AFC West Team,0,3,0,.000,59,84,-25,7,0-0,0-3,0-0,.000,0-2,.000,0-1,L3,0-3
New York Giants,National Football Conference - 2015 Regular Season,NFC East Team,4,3,0,.571,208,181,27,23,3-1,1-2,2-1,.667,3-3,.500,1-0,L1,4-1
Philadelphia Eagles,National Football Conference - 2015 Regular Season,NFC East Team,1,1,0,.500,48,43,5,6,0-0,1-1,0-0,.000,0-1,.000,1-0,W1,1-1
Dallas Cowboys,National Football Conference - 2015 Regular Season,NFC East Team,1,5,0,.167,113,161,-48,11,1-3,0-2,1-1,.500,1-4,.200,0-1,L5,0-5
Washington Redskins,National Football Conference - 2015 Regular Season,NFC East Team,0,3,0,.000,60,91,-31,6,0-0,0-3,0-1,.000,0-2,.000,0-1,L3,0-3
Minnesota Vikings,National Football Conference - 2015 Regular Season,NFC North Team,4,0,0,1.000,101,59,42,10,3-0,1-0,2-0,1.000,2-0,1.000,2-0,W4,4-0
Detroit Lions,National Football Conference - 2015 Regular Season,NFC North Team,1,6,0,.143,121,212,-91,14,1-3,0-3,1-2,.333,1-4,.200,0-2,L2,1-4
Green Bay Packers,National Football Conference - 2015 Regular Season,NFC North Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Chicago Bears,National Football Conference - 2015 Regular Season,NFC North Team,0,2,0,.000,34,63,-29,3,0-0,0-2,0-1,.000,0-2,.000,0-0,L2,0-2
Carolina Panthers,National Football Conference - 2015 Regular Season,NFC South Team,1,0,0,1.000,27,23,4,4,0-0,1-0,0-0,.000,1-0,1.000,0-0,W1,1-0
Tampa Bay Buccaneers,National Football Conference - 2015 Regular Season,NFC South Team,2,0,0,1.000,49,39,10,4,0-0,2-0,2-0,1.000,2-0,1.000,0-0,W2,2-0
New Orleans Saints,National Football Conference - 2015 Regular Season,NFC South Team,4,1,0,.800,155,137,18,21,3-1,1-0,1-1,.500,3-1,.750,1-0,W4,4-1
Atlanta Falcons,National Football Conference - 2015 Regular Season,NFC South Team,5,2,0,.714,203,166,37,25,3-1,2-1,0-2,.000,4-2,.667,1-0,L2,3-2
Arizona Cardinals,National Football Conference - 2015 Regular Season,NFC West Team,1,0,0,1.000,42,17,25,6,0-0,1-0,0-0,.000,1-0,1.000,0-0,W1,1-0
St. Louis Rams,National Football Conference - 2015 Regular Season,NFC West Team,3,1,0,.750,91,55,36,10,3-1,0-0,2-0,1.000,2-0,1.000,1-1,W2,3-1
Seattle Seahawks,National Football Conference - 2015 Regular Season,NFC West Team,3,3,0,.500,130,110,20,12,2-1,1-2,0-1,.000,3-2,.600,0-1,W1,3-2
San Francisco 49ers,National Football Conference - 2015 Regular Season,NFC West Team,0,2,0,.000,33,57,-24,3,0-0,0-2,0-1,.000,0-2,.000,0-0,L2,0-2
