Team,Season,Division,W,L,T,Pct,PF,PA,Net Pts,TD,Home,Road,Div,Pct,Conf,Pct,Non-Conf,Streak,Last 5
New England Patriots,American Football Conference - 2012 Preseason,AFC East Team,0,1,0,.000,28,30,-2,4,0-0,0-1,0-0,.000,0-0,.000,0-1,L1,0-1
New York Jets,American Football Conference - 2012 Preseason,AFC East Team,0,1,0,.000,10,28,-18,1,0-0,0-1,0-0,.000,0-0,.000,0-1,L1,0-1
Miami Dolphins,American Football Conference - 2012 Preseason,AFC East Team,0,3,0,.000,30,66,-36,3,0-2,0-1,0-0,.000,0-0,.000,0-3,L3,0-3
Buffalo Bills,American Football Conference - 2012 Preseason,AFC East Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Pittsburgh Steelers,American Football Conference - 2012 Preseason,AFC North Team,2,1,0,.667,66,64,2,6,2-0,0-1,0-0,.000,1-0,1.000,1-1,W2,2-1
Cleveland Browns,American Football Conference - 2012 Preseason,AFC North Team,1,2,0,.333,65,65,0,6,0-2,1-0,0-0,.000,0-0,.000,1-2,L2,1-2
Cincinnati Bengals,American Football Conference - 2012 Preseason,AFC North Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Baltimore Ravens,American Football Conference - 2012 Preseason,AFC North Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
Tennessee Titans,American Football Conference - 2012 Preseason,AFC South Team,3,0,0,1.000,72,40,32,8,2-0,1-0,0-0,.000,0-0,.000,3-0,W3,3-0
Houston Texans,American Football Conference - 2012 Preseason,AFC South Team,3,0,0,1.000,74,46,28,8,2-0,1-0,0-0,.000,0-0,.000,3-0,W3,3-0
Jacksonville Jaguars,American Football Conference - 2012 Preseason,AFC South Team,2,0,0,1.000,56,45,11,7,2-0,0-0,0-0,.000,0-0,.000,2-0,W2,2-0
Indianapolis Colts,American Football Conference - 2012 Preseason,AFC South Team,0,2,0,.000,41,56,-15,5,0-0,0-2,0-0,.000,0-1,.000,0-1,L2,0-2
San Diego Chargers,American Football Conference - 2012 Preseason,AFC West Team,2,1,0,.667,52,68,-16,7,2-0,0-1,0-0,.000,0-0,.000,2-1,L1,2-1
Denver Broncos,American Football Conference - 2012 Preseason,AFC West Team,2,2,0,.500,81,75,6,9,0-2,2-0,0-0,.000,0-0,.000,2-2,W1,2-2
Oakland Raiders,American Football Conference - 2012 Preseason,AFC West Team,1,2,0,.333,58,54,4,6,1-1,0-1,0-0,.000,0-0,.000,1-2,W1,1-2
Kansas City Chiefs,American Football Conference - 2012 Preseason,AFC West Team,1,2,0,.333,44,85,-41,5,1-1,0-1,0-0,.000,0-0,.000,1-2,L2,1-2
Philadelphia Eagles,National Football Conference - 2012 Preseason,NFC East Team,3,0,0,1.000,79,43,36,10,2-0,1-0,0-0,.000,0-0,.000,3-0,W3,3-0
Washington Redskins,National Football Conference - 2012 Preseason,NFC East Team,2,1,0,.667,91,53,38,11,2-0,0-1,0-0,.000,1-1,.500,1-0,W2,2-1
Dallas Cowboys,National Football Conference - 2012 Preseason,NFC East Team,1,1,0,.500,23,28,-5,2,0-0,1-1,0-0,.000,0-0,.000,1-1,L1,1-1
New York Giants,National Football Conference - 2012 Preseason,NFC East Team,0,1,0,.000,31,32,-1,4,0-0,0-1,0-0,.000,0-0,.000,0-1,L1,0-1
Chicago Bears,National Football Conference - 2012 Preseason,NFC North Team,2,1,0,.667,64,82,-18,7,1-1,1-0,0-0,.000,1-0,1.000,1-1,W2,2-1
Green Bay Packers,National Football Conference - 2012 Preseason,NFC North Team,1,2,0,.333,47,59,-12,6,1-1,0-1,0-0,.000,0-0,.000,1-2,W1,1-2
Minnesota Vikings,National Football Conference - 2012 Preseason,NFC North Team,0,2,0,.000,30,45,-15,3,0-0,0-2,0-0,.000,0-1,.000,0-1,L2,0-2
Detroit Lions,National Football Conference - 2012 Preseason,NFC North Team,0,1,0,.000,20,31,-11,2,0-0,0-1,0-0,.000,0-0,.000,0-1,L1,0-1
Tampa Bay Buccaneers,National Football Conference - 2012 Preseason,NFC South Team,2,2,0,.500,60,95,-35,6,1-1,1-1,0-0,.000,0-1,.000,2-1,L1,2-2
Atlanta Falcons,National Football Conference - 2012 Preseason,NFC South Team,1,1,0,.500,37,30,7,4,0-0,1-1,0-0,.000,0-0,.000,1-1,L1,1-1
Carolina Panthers,National Football Conference - 2012 Preseason,NFC South Team,1,2,0,.333,52,60,-8,5,1-1,0-1,0-0,.000,0-0,.000,1-2,L1,1-2
New Orleans Saints,National Football Conference - 2012 Preseason,NFC South Team,0,1,0,.000,6,10,-4,0,0-0,0-1,0-0,.000,0-0,.000,0-1,L1,0-1
Seattle Seahawks,National Football Conference - 2012 Preseason,NFC West Team,2,0,0,1.000,74,24,50,8,0-0,2-0,0-0,.000,0-0,.000,2-0,W2,2-0
San Francisco 49ers,National Football Conference - 2012 Preseason,NFC West Team,3,1,0,.750,90,53,37,9,2-0,1-1,0-0,.000,1-0,1.000,2-1,W2,3-1
Arizona Cardinals,National Football Conference - 2012 Preseason,NFC West Team,1,3,0,.250,88,102,-14,10,1-1,0-2,0-0,.000,0-0,.000,1-3,L2,1-3
St. Louis Rams,National Football Conference - 2012 Preseason,NFC West Team,0,0,0,.000,0,0,0,0,0-0,0-0,0-0,.000,0-0,.000,0-0,-,0-0
